01.10.2025                                                   Salida dinámica de lista                                                                                                         1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Cl.|Aviso    |Fecha     |Descripción                             |Equipo   |Ubicac.técnica  |DurParada|Aut.aviso   |Por     |Orden     |Fin desead|Texto código p. codificación           |
|X  M2 |154949331|26.08.2025|SE AJUSTAN SENSORES DE NIVELADOR        |159019740|SA-APR-LCT1     |    0.20 |INTERFASEQNX|APAPHC  |          |27.08.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154771854|15.06.2025|NO ARRANCA LUBRICACION REDUCTORES       |159019740|SA-APR-LCT1     |    0.17 |INTERFASEQNX|C.ROROM |          |16.06.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154741345|03.06.2025|FALLA EN LUBRICACION DE AMPUESTAS Y ENHE|159019740|SA-APR-LCT1     |    0.20 |APARFG      |APARFG  |          |04.06.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |155016368|22.09.2025|PROBLEMAS EN LUBRICACION DE AMPUESTAS   |159019740|SA-APR-LCT1     |    0.28 |INTERFASEQNX|JUSORIA |          |23.09.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154409081|20.01.2025|FALLA EN EL NODO HMI1                   |159024210|SA-APR-LCT2-CO46|    0.00 |INTERFASEQNX|CSANDOV |          |21.01.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154715012|23.05.2025|SE APAGA MONITOR HMI1                   |159024210|SA-APR-LCT2-CO46|    0.07 |INTERFASEQNX|C.MCOLQ |          |24.05.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154660023|29.04.2025|FALLA CIERRE DE SEMICONOS               |159047870|SA-APR-LCT1     |    0.08 |INTERFASEQNX|JUSORIA |          |30.04.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154660072|29.04.2025|FALLA CIERRE DE SEMICONOS               |159047870|SA-APR-LCT1     |    0.08 |INTERFASEQNX|JUSORIA |          |30.04.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154660221|30.04.2025|FALLA  CIERRE DE SEMICONOS              |159047870|SA-APR-LCT1     |    0.08 |INTERFASEQNX|JUSORIA |          |01.05.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154802374|26.06.2025|SE ENHEBRA MANUAL, FALLA AUTOMATICO.-   |159047870|SA-APR-LCT1     |    0.05 |INTERFASEQNX|C.ROROM |          |27.06.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154660351|30.04.2025|FALLA EN CIERRE DE SEMICONOS            |159047870|SA-APR-LCT1     |    0.10 |INTERFASEQNX|JUSORIA |          |01.05.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154660352|30.04.2025|FALLA EN CIERRE DE SEMI CONO            |159047870|SA-APR-LCT1     |    0.07 |INTERFASEQNX|JUSORIA |          |01.05.2025|DEMORA ELÉCTRICA-ELÉCTRICAS            |
|X  M2 |154821672|03.07.2025|SE COMPARTE CON CIZALLA Y DESPACHO, ROTU|         |SA-APR-GRUA-G301|    0.00 |INTERFASEQNX|C.ROROM |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154821786|03.07.2025|SE COMPARTE CON DESPACHO, PERCHA 4 ROTA |         |SA-APR-GRUA-G301|    0.00 |INTERFASEQNX|C.ROROM |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |155024961|26.09.2025|FALLA PUENTE GRUA 303                   |         |SA-APR-GRUA-G303|    1.73 |INTERFASEQNX|JUSORIA |          |27.09.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |155019891|24.09.2025|FALLA EN GRUA 305                       |         |SA-APR-LCT2     |    0.57 |INTERFASEQNX|YAPRRU  |          |25.09.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154954977|28.08.2025|PG 303, falla en atena de sistema anti c|35       |SA-APR-GRUA-G303|    0.27 |INTERFASEQNX|APAPHC  |          |29.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154954976|28.08.2025|PG 303, falla en atena de sistema anti c|35       |SA-APR-GRUA-G303|    0.48 |INTERFASEQNX|APAPHC  |          |29.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154482587|18.02.2025|FALLA EN IZAJE                          |35       |SA-APR-GRUA-G303|    0.00 |INTERFASEQNX|APAPHC  |          |19.02.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154484394|18.02.2025|.                                       |35       |SA-APR-GRUA-G303|    0.95 |INTERFASEQNX|APAPHC  |          |19.02.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154484395|18.02.2025|.                                       |35       |SA-APR-GRUA-G303|    4.00 |INTERFASEQNX|APAPHC  |          |19.02.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154484396|18.02.2025|.                                       |35       |SA-APR-GRUA-G303|    1.00 |INTERFASEQNX|APAPHC  |          |19.02.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154954975|28.08.2025|PG 303, falla en atena de sistema anti c|35       |SA-APR-GRUA-G303|    0.28 |INTERFASEQNX|APAPHC  |          |29.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154953268|27.08.2025|FALLA GRUA 303                          |35       |SA-APR-GRUA-G303|    0.87 |INTERFASEQNX|APAPHC  |          |28.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154499053|24.02.2025|PROBLEMA EN GRUA. LUEGO SE GENERA LUGAR |35       |SA-APR-GRUA-G303|    0.48 |INTERFASEQNX|APAPHC  |          |25.02.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154506425|27.02.2025|FALLA PUENTE DE GRUA 301                |35       |SA-APR-GRUA-G303|    0.30 |INTERFASEQNX|APAPHC  |          |28.02.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154530051|09.03.2025|SE COMPARTE GRUA CON DESPACHO           |35       |SA-APR-GRUA-G303|    0.13 |INTERFASEQNX|APAPHC  |          |10.03.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154530056|09.03.2025|SE COMPARTE GRUA CON DESPACHO           |35       |SA-APR-GRUA-G303|    0.17 |INTERFASEQNX|APAPHC  |          |10.03.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154582852|29.03.2025|FALLA EN GRUA 303                       |35       |SA-APR-GRUA-G303|    1.03 |INTERFASEQNX|APAPHC  |          |30.03.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154927516|18.08.2025|NO FUNCIONA IZAJE                       |35       |SA-APR-GRUA-G303|    0.52 |INTERFASEQNX|APAPHC  |          |19.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154927514|18.08.2025|NO FUNCIONA IZAJE                       |35       |SA-APR-GRUA-G303|    0.07 |INTERFASEQNX|APAPHC  |          |19.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154821787|03.07.2025|SE COMPARTE CON DESPACHO, PERCHA 4 ROTA |35       |SA-APR-GRUA-G303|    0.07 |INTERFASEQNX|APAPHC  |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154651794|26.04.2025|FALLA DEL CARRO DE GRUA 303             |35       |SA-APR-GRUA-G303|    0.98 |INTERFASEQNX|APAPHC  |          |27.04.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154728449|28.05.2025|FALLA EN CONTROL DE GRUA 303            |35       |SA-APR-GRUA-G303|    0.15 |INTERFASEQNX|APAPHC  |          |29.05.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154827383|06.07.2025|EVACUACION SATURADA FALTA DE PERCHA.*   |35       |SA-APR-GRUA-G303|    0.22 |INTERFASEQNX|APAPHC  |          |07.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154827384|06.07.2025|EVACUACION SATURADA FALTA DE PERCHA.*   |35       |SA-APR-GRUA-G303|    0.22 |INTERFASEQNX|APAPHC  |          |07.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154819703|03.07.2025|SE COMPARTE CON DESPACHO Y CIZALLA, ROTU|35       |SA-APR-GRUA-G303|    0.07 |INTERFASEQNX|CSANDOV |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154820182|03.07.2025|SE COMPARTE CON CIZALLA Y DESPACHO, ROTU|35       |SA-APR-GRUA-G303|    0.07 |INTERFASEQNX|CSANDOV |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154821620|03.07.2025|SE COMPARTE CON CIZALLA Y DESPACHO      |35       |SA-APR-GRUA-G303|    0.15 |INTERFASEQNX|APAPHC  |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154821671|03.07.2025|SE COMPARTE CON DESPACHO, ROTURA PERCHA |35       |SA-APR-GRUA-G303|    0.12 |INTERFASEQNX|APAPHC  |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154819704|03.07.2025|SE COMPARTE CON DESPACHO Y CIZALLA, ROTU|35       |SA-APR-GRUA-G303|    0.05 |INTERFASEQNX|CSANDOV |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154819705|03.07.2025|SE COMPARTE CON DESPACHO Y CIZALLA, ROTU|35       |SA-APR-GRUA-G303|    0.05 |INTERFASEQNX|CSANDOV |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154820181|03.07.2025|SE COMPARTE CON CIZALLA Y DESPACHO, ROTU|35       |SA-APR-GRUA-G303|    0.03 |INTERFASEQNX|CSANDOV |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154830317|07.07.2025|SE COMPARTE CON DESPACHO, SE TRAE MATERI|35       |SA-APR-GRUA-G303|    0.40 |INTERFASEQNX|APAPHC  |          |08.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154830318|07.07.2025|SE COMPARTE CON DESPACHO, ROTURA PERCHA |35       |SA-APR-GRUA-G303|    0.07 |INTERFASEQNX|APAPHC  |          |08.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154879843|28.07.2025|FALLA EN GRUA 303                       |35       |SA-APR-GRUA-G303|    1.63 |INTERFASEQNX|APAPHC  |          |29.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154870391|23.07.2025|SE REPARA GRUA 303                      |35       |SA-APR-GRUA-G303|    0.93 |INTERFASEQNX|APAPHC  |          |24.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154830398|07.07.2025|SE COMPARTE CON DESPACHO, ROTURA PERCHA |35       |SA-APR-GRUA-G303|    0.43 |INTERFASEQNX|APAPHC  |          |08.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154421064|24.01.2025|NO FUNCIONAN MOVIMIENTOS DEL PUENTE     |35       |SA-APR-GRUA-G303|    0.50 |INTERFASEQNX|APAPHC  |          |25.01.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154493989|21.02.2025|FALLA EN PG 302                         |36       |SA-APR-GRUA-G302|    0.35 |INTERFASEQNX|APAPHC  |          |22.02.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154542652|13.03.2025|FALLA PG 302 ARRIBA DE FOSA DE BOBINAS  |36       |SA-APR-GRUA-G302|    0.13 |INTERFASEQNX|APAPHC  |          |14.03.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154458740|07.02.2025|FALLA GRUA 302 EN CAMBIO DE CAPACHO     |36       |SA-APR-GRUA-G302|    0.13 |INTERFASEQNX|APAPHC  |          |08.02.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154518622|04.03.2025|FALLA EN IZAJE GRUA 301                 |37       |SA-APR-GRUA-G301|    0.42 |INTERFASEQNX|APAPHC  |          |05.03.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154764069|12.06.2025|FALLA PUENTE DE GRUA 300                |38       |SA-APR-GRUA-G300|    0.23 |INTERFASEQNX|APAPHC  |          |13.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761452|11.06.2025|FALLA GRUA 300                          |38       |SA-APR-GRUA-G300|    0.82 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761451|11.06.2025|FALLA PG 300                            |38       |SA-APR-GRUA-G300|    0.77 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761445|11.06.2025|FALLA EN PG 300                         |38       |SA-APR-GRUA-G300|    0.57 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761447|11.06.2025|FALLA GRUA 300                          |38       |SA-APR-GRUA-G300|    0.17 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761448|11.06.2025|FALLA GRUA 300                          |38       |SA-APR-GRUA-G300|    0.22 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761444|11.06.2025|FALLA EN PG 300                         |38       |SA-APR-GRUA-G300|    0.08 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761443|11.06.2025|FALLA EN PG 300                         |38       |SA-APR-GRUA-G300|    0.47 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761441|11.06.2025|FALLA PG 300                            |38       |SA-APR-GRUA-G300|    1.33 |INTERFASEQNX|APAPHC  |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761449|11.06.2025|FALLA PG 300                            |38       |SA-APR-GRUA-G300|    0.03 |INTERFASEQNX|APAPHC  |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761450|11.06.2025|FALLA PG 300                            |38       |SA-APR-GRUA-G300|    0.15 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761426|11.06.2025|FALLA EN GRUA 300                       |38       |SA-APR-GRUA-G300|    8.00 |INTERFASEQNX|APAPHC  |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761428|11.06.2025|FALLA PG 300                            |38       |SA-APR-GRUA-G300|    0.47 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154761430|11.06.2025|FALLA EN PG 300.                        |38       |SA-APR-GRUA-G300|    1.00 |INTERFASEQNX|C.ROROM |          |12.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154423059|24.01.2025|FALLA EN GRUA 305                       |39       |SA-APR-GRUA-G305|    0.28 |INTERFASEQNX|APAPHC  |          |25.01.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154563160|21.03.2025|FALLA EN GIRO GANCHO DE PG 305          |39       |SA-APR-GRUA-G305|    0.27 |INTERFASEQNX|APAPHC  |          |22.03.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154984690|09.09.2025|FALLA APERTURA Y CIERRE DE PINZA 12M    |39       |SA-APR-GRUA-G305|    0.22 |APARFG      |APARFG  |          |10.09.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154497408|24.02.2025|FALLA EN PG 305.-                       |39       |SA-APR-GRUA-G305|    0.22 |INTERFASEQNX|APAPHC  |          |25.02.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154397348|14.01.2025|FALLA EN GRUA 305                       |39       |SA-APR-GRUA-G305|    0.83 |INTERFASEQNX|APAPHC  |          |15.01.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154580956|28.03.2025|GRUA 306 EN REPARACION. LINEA PARADA, NO|40       |SA-APR-GRUA-G306|    1.53 |INTERFASEQNX|APAPHC  |          |29.03.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154818921|02.07.2025|FALLA PG 301, PERCHA CORTA QUEDA ENGANCH|120      |SA-APR-GRUA-G301|    0.73 |INTERFASEQNX|JUSORIA |          |03.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154796421|24.06.2025|FALLA EN GRUA 301                       |120      |SA-APR-GRUA-G301|    0.62 |INTERFASEQNX|JUSORIA |          |25.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154818211|02.07.2025|SE COMPARTE CON DESPACHO Y CIZALLA, PERC|312      |SA-APR-GRUA-G301|    0.07 |INTERFASEQNX|APAPHC  |          |03.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154818462|02.07.2025|SE COMPARTE CON CIZALLA Y DESPACHO, ROTU|312      |SA-APR-GRUA-G301|    0.08 |INTERFASEQNX|APAPHC  |          |03.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154818463|02.07.2025|SE COMPARTE CON CIZALLA Y DESPACHO, ROTU|312      |SA-APR-GRUA-G301|    0.12 |INTERFASEQNX|APAPHC  |          |03.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154963853|01.09.2025|SE COMPARTE GRUA CON DESPACHO.-         |39093    |SA-APR-LCT1     |    0.28 |INTERFASEQNX|APAPHC  |          |02.09.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154952361|27.08.2025|SE COMPARTE GRUA CON CIZALLA....SE EVACU|39093    |SA-APR-LCT1     |    0.25 |INTERFASEQNX|C.ROROM |          |28.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154827385|06.07.2025|EVACUACION SATURADA FALTA DE PERCHA.*   |39093    |SA-APR-LCT1     |    0.00 |INTERFASEQNX|APAPHC  |          |07.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154579572|28.03.2025|GRUA 306 EN REPARACION. LINEA PARADA, NO|39093    |SA-APR-LCT1     |    0.00 |INTERFASEQNX|APAPHC  |          |29.03.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154820140|03.07.2025|SE COMPARTE CON CIZALLA Y DESPACHO, ROTU|39093    |SA-APR-LCT1     |    0.00 |INTERFASEQNX|SGL_RFC |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154820596|03.07.2025|SE COMPARTE CON CIZALLA Y DESPACHO, PERC|39093    |SA-APR-LCT1     |    0.00 |INTERFASEQNX|SGL_RFC |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154820185|03.07.2025|SE COMPARTE CON DESPACHO Y CIZALLA, ROTU|39093    |SA-APR-LCT1     |    0.00 |INTERFASEQNX|C.ROROM |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154820184|03.07.2025|SE COMPARTE CON DESPACHO Y CIZALLA, ROTU|39093    |SA-APR-LCT1     |    0.00 |INTERFASEQNX|SGL_RFC |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154820183|03.07.2025|SE COMPARTE CON CIZALLA Y DESPACHO, ROTU|39093    |SA-APR-LCT1     |    0.00 |INTERFASEQNX|SGL_RFC |          |04.07.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |155019860|24.09.2025|PROBLEMAS EN EXTENSION EN PINZA PARA MAT|57045    |SA-APR-LCT2     |    0.33 |LUCPRO      |LUCPRO  |          |25.09.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154642620|23.04.2025|FALLA EN IZAJE DE PG 302                |57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|APAPHC  |          |24.04.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154957755|29.08.2025|UNA SOLA PERCHA CORTA COMPARTIDA CON DES|57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|APAPHC  |          |30.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154919211|13.08.2025|ROTURA PINZA TONG 19. SE REALIZAN PUREBA|57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|APAPHC  |          |14.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154789842|22.06.2025|FALLA IZAJE DE GRUA 310                 |159005613|SA-APR-GRUA-G310|    0.22 |INTERFASEQNX|APAPHC  |          |23.06.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |154915488|12.08.2025|FALLA EN GRUA 305.-                     |159010925|SA-ASE-EIZA-PINZ|    1.73 |INTERFASEQNX|C.GOSALV|          |13.08.2025|DEMORA MANTENIMIENTO EN GRUAS-SERV.CENT|
|X  M2 |155019653|24.09.2025|SE AJUSTA CADENA DE TOPE DE FONDO       |         |SA-APR-LCT1     |    0.20 |INTERFASEQNX|YAPRRU  |          |25.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155019859|24.09.2025|Se corta cadena tope de fondo.          |         |SA-APR-LCT1     |    0.15 |LUCPRO      |LUCPRO  |          |25.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155027725|27.09.2025|FALLA EN TOPE FIJO 2                    |         |SA-APR-LCT2     |    0.15 |LUCPRO      |LUCPRO  |          |28.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155030689|29.09.2025|ROTURA DE ZUNCHADORA SALIDA DE LINEA    |         |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154937826|21.08.2025|ROTURA DE LA PERCHA DE LA 302           |36       |SA-APR-GRUA-G302|    0.00 |INTERFASEQNX|APAPHC  |          |22.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154574054|26.03.2025|SE PURGA MANGUERA DE AIRE  (RETIRO DE BB|53       |SA-APR-LCT1     |    0.67 |INTERFASEQNX|APAPHC  |          |27.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154742828|04.06.2025|PROBLEMAS EN EL FRENO DE DEBOBINADOR LAD|53       |SA-APR-LCT1     |    0.38 |LUCPRO      |LUCPRO  |          |05.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154722617|27.05.2025|SE INTERVIENE EN FRENO DE SEMICONOS     |53       |SA-APR-LCT1     |    0.22 |INTERFASEQNX|APAPHC  |          |28.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154416309|23.01.2025|PROBLEMA EN APERTURA DE CUCHILLAS, SE CO|53       |SA-APR-LCT1     |    0.13 |INTERFASEQNX|APAPHC  |          |24.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154811673|30.06.2025|SE REPARA FRENO DE CONO LADO OP         |53       |SA-APR-LCT1     |    0.47 |INTERFASEQNX|APAPHC  |          |01.07.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474485|14.02.2025|SE COLOCA AIRE EN FRENO DE CONO         |53       |SA-APR-LCT1     |    0.08 |INTERFASEQNX|APAPHC  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154481849|18.02.2025|FALLA BRAZO DE QUIEBRE                  |53       |SA-APR-LCT1     |    0.23 |INTERFASEQNX|APAPHC  |          |19.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474354|14.02.2025|PROBLEMA EN FRENO DE CONOS              |53       |SA-APR-LCT1     |    0.23 |INTERFASEQNX|APAPHC  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154503124|26.02.2025|ENHEBRADO, NO GIRAN LOS CONOS..         |53       |SA-APR-LCT1     |    0.10 |INTERFASEQNX|APAPHC  |          |27.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154725045|27.05.2025|PERDIDA DE GRASA EN EL DERIVADOR DE SALI|54       |SA-APR-LCT1     |    0.55 |INTERFASEQNX|C.ROROM |          |28.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154714501|22.05.2025|SE REPARAN MANGUERAS DE ENGRASE EN QUEBR|54       |SA-APR-LCT1     |    0.22 |INTERFASEQNX|C.ROROM |          |23.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154820748|03.07.2025|SE REPARA GATITO DE CARRO TIJERA        |57       |SA-APR-LCT1     |    0.00 |INTERFASEQNX|C.MCOLQ |          |04.07.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154985667|09.09.2025|SE ACONDICIONAN GUIAS                   |57       |SA-APR-LCT1     |    0.18 |LUCPRO      |LUCPRO  |          |10.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155001125|16.09.2025|PROBLEMAS EN LA MASA VOLANTE            |57       |SA-APR-LCT1     |    0.07 |INTERFASEQNX|C.ROROM |          |17.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154820749|03.07.2025|SE REPARA GATITO DE CARRO TIJERA        |57       |SA-APR-LCT1     |    0.00 |INTERFASEQNX|C.MCOLQ |          |04.07.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155032072|29.09.2025|PROBLEMAS EN MASA VOLANTE               |57       |SA-APR-LCT1     |    1.03 |INTERFASEQNX|C.ROROM |          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154536845|11.03.2025|SE CAMBIA GUIA                          |57       |SA-APR-LCT1     |    1.37 |INTERFASEQNX|APAPHC  |          |12.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155000888|16.09.2025|SE QUEDAN CERRADAS LAS CUCHILLAS, SE INT|57       |SA-APR-LCT1     |    1.62 |INTERFASEQNX|GRSANCHE|          |17.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
